iteration,reward,loss,state,actions,predictions,q_values,current_q_values,expected_q_values
0,0.111,0,"{'deck': '3333444455556666777788889999TTTTJJJJQQQQKKKKAAAA2222BR', 'seen_cards': 'QKA', 'landlord': 0, 'trace': [(0, 'QQKKAA'), (1, '8888'), (2, 'pass'), (0, 'pass'), (1, '33'), (2, '66'), (0, 'JJ'), (1, 'KK'), (2, '22'), (0, 'pass'), (1, 'pass'), (2, '3'), (0, 'T'), (1, 'Q'), (2, 'R'), (0, 'pass'), (1, 'pass'), (2, '4'), (0, '9'), (1, 'T'), (2, 'J'), (0, 'A'), (1, '2'), (2, 'pass'), (0, 'B'), (1, 'pass'), (2, 'pass'), (0, '55'), (1, '77'), (2, '99'), (0, 'pass'), (1, 'pass'), (2, '6'), (0, 'Q'), (1, 'A'), (2, 'pass'), (0, '2'), (1, 'pass'), (2, 'pass'), (0, '44'), (1, '55'), (2, '77'), (0, 'pass'), (1, 'pass'), (2, '9'), (0, 'pass'), (1, 'pass'), (2, 'TT')], 'played_cards': ['3', '3', '3', '4', '4', '4', '5', '5', '5', '5', '6', '6', '6', '7', '7', '7', '7', '8', '8', '8', '8', '9', '9', '9', '9', 'T', 'T', 'T', 'T', 'J', 'J', 'J', 'Q', 'Q', 'Q', 'Q', 'K', 'K', 'K', 'K', 'A', 'A', 'A', 'A', '2', '2', '2', '2', 'B', 'R'], 'self': 0, 'initial_hand': '3445569TJJQQQKKAAA2B', 'current_hand': '36', 'others_hand': '4J', 'actions': ['pass']}","[112, 308, 23, 308, 7, 308, 6, 11, 13, 17, 308, 9, 12, 16, 308, 308, 308]","[136, 136, 5, 5, 5, 5, 5, 5, 5, 5, 128, 128, 30, 30, 30, 30, 30]","[ 0.00871747  0.03069146  0.01838717  0.03599391  0.03475396  0.07049899
  0.03227631  0.05604361 -0.02379047  0.01527404 -0.00597864 -0.01726862
  0.0076003   0.0087259   0.01987547 -0.03372206  0.01718269  0.0361014
  0.0439797  -0.03348227  0.05521948  0.03422861 -0.03660754  0.0613743
 -0.02570559 -0.00977618 -0.02347336 -0.00133118 -0.03762662  0.03139583
  0.09061672 -0.04013398  0.01306942  0.02708548  0.03217382 -0.05989669
 -0.00562098 -0.03194688 -0.04613554 -0.03209318 -0.03673939  0.03896566
 -0.04737847 -0.02890284  0.06835416 -0.02416417  0.01531781 -0.03303041
  0.00662294  0.03789359  0.01917053  0.00115787 -0.06953237 -0.01235409
  0.00269923 -0.06559531 -0.06862075  0.07145742  0.01132209 -0.00175317
 -0.02528909  0.0068604  -0.00143887  0.0214662   0.00395579  0.0307606
 -0.04520816  0.05195505 -0.04355915  0.00036136  0.02690934  0.00933442
 -0.05886886 -0.01793511 -0.0397153   0.01154877 -0.08931166  0.02776104
 -0.0547381  -0.03371015 -0.01940581  0.02480939  0.05522677 -0.02737902
 -0.0551671   0.02917092 -0.03267068  0.00735314  0.00195014 -0.03241268
 -0.0086798  -0.0439939  -0.00968229 -0.04695204  0.01453962  0.05053752
 -0.01663206 -0.00856998  0.02244865  0.00397813  0.05721107  0.02729511
  0.02602624  0.04982563  0.00044385  0.00637749 -0.04051335 -0.00449264
 -0.00266794 -0.00072297 -0.01081914  0.02749789  0.04502408 -0.01224813
 -0.05258135 -0.02867695 -0.05503398  0.00368729 -0.02780139  0.02826982
 -0.00242997  0.03408837 -0.0303822   0.02179836  0.02709178 -0.00284808
  0.00650353 -0.02103849  0.07176569  0.05687279 -0.00432928 -0.02936983
 -0.06328639  0.00574281  0.08534941 -0.01411497  0.0457298  -0.07868905
  0.03573344 -0.0138859   0.00997794 -0.00227124 -0.02526334  0.01871694
 -0.03656171 -0.06900696 -0.01645833  0.00999225 -0.04700947 -0.00729009
 -0.03889319 -0.00235766  0.01816038 -0.01402242 -0.00092722  0.01862318
  0.05781466 -0.00275662  0.06229707 -0.03584641 -0.04216439 -0.02108364
 -0.0350605  -0.02191816  0.03687252  0.04070192  0.07076637 -0.05860429
  0.03714355 -0.02758156 -0.0389924   0.00477631 -0.08059798 -0.02543891
  0.01667049  0.01433205 -0.01956989 -0.0210282  -0.06766789  0.07712536
  0.00674051 -0.04163996  0.02214386  0.05902599 -0.00764242 -0.03058341
 -0.04808838  0.06569158 -0.04291125  0.00577491  0.06013942  0.03255342
 -0.01398597 -0.00378818  0.03708349  0.02083232 -0.007137   -0.01689696
 -0.00443273  0.03234951 -0.01629711 -0.01179825  0.03934487 -0.03002447
 -0.00749845 -0.00046543  0.01090006 -0.03039829  0.00573657  0.01201892
  0.03749263  0.01073483  0.03489289  0.04449309  0.02889179 -0.02938974
 -0.06278098 -0.00132443 -0.05899366  0.04134187  0.00869243 -0.00181891
  0.0282672   0.0315337  -0.04174841 -0.06145609 -0.04929433  0.04881494
 -0.00022333  0.00991434  0.04009431  0.06534524 -0.01802738 -0.01603641
 -0.00628814 -0.04570192 -0.06394777 -0.0030253  -0.00436589 -0.03236201
 -0.00271582 -0.04827655  0.00246112  0.01215957  0.05766855 -0.01361206
 -0.02856229  0.05806795  0.04386407  0.03274202  0.00377151  0.01941033
 -0.00613521  0.05561952  0.01085533 -0.05033534  0.01777352 -0.02243032
  0.05258273 -0.04431437 -0.01240217 -0.00496946 -0.00735011  0.05358071
  0.0099763   0.00974257 -0.00662247 -0.02731782 -0.01719427  0.00553814
 -0.06326911  0.00921749  0.02976796 -0.017728    0.004898   -0.08349366
 -0.01815589  0.03806262  0.0418863  -0.04475491 -0.07385452  0.00840319
  0.01793588 -0.0810754  -0.05198935  0.00456977  0.01867635 -0.02807644
  0.03360429  0.02420647  0.02126495  0.02283375  0.03844134  0.04476128
  0.04667998 -0.04199658 -0.03094256 -0.01227646  0.00017807 -0.01362431
  0.07670465  0.0167409  -0.06449173 -0.05310442 -0.05287048 -0.01798112
  0.00491817 -0.02796901 -0.10329987]",0,0
400,0.092,0.002615672070533037,"{'deck': '3333444455556666777788889999TTTTJJJJQQQQKKKKAAAA2222BR', 'seen_cards': '36K', 'landlord': 0, 'trace': [(0, '6789T'), (1, 'pass'), (2, 'pass'), (0, '6'), (1, '7'), (2, '8'), (0, 'K'), (1, '2'), (2, 'B'), (0, 'pass'), (1, 'R'), (2, 'pass'), (0, 'pass'), (1, '333444'), (2, 'pass'), (0, 'pass'), (1, '55'), (2, '88'), (0, '22'), (1, 'pass'), (2, 'pass'), (0, 'A'), (1, 'pass'), (2, '2'), (0, 'pass'), (1, 'pass'), (2, '4'), (0, 'K'), (1, 'pass'), (2, 'A'), (0, 'pass'), (1, 'pass'), (2, '55'), (0, 'JJ'), (1, 'pass'), (2, 'QQ'), (0, 'pass'), (1, 'pass'), (2, '7'), (0, 'A'), (1, 'pass'), (2, 'pass'), (0, 'Q'), (1, 'K'), (2, 'A'), (0, 'pass'), (1, 'pass'), (2, '99'), (0, 'pass'), (1, 'TT'), (2, 'pass'), (0, 'pass'), (1, '6'), (2, 'T')], 'played_cards': ['3', '3', '3', '4', '4', '4', '4', '5', '5', '5', '5', '6', '6', '6', '7', '7', '7', '8', '8', '8', '8', '9', '9', '9', 'T', 'T', 'T', 'T', 'J', 'J', 'Q', 'Q', 'Q', 'K', 'K', 'K', 'A', 'A', 'A', 'A', '2', '2', '2', '2', 'B', 'R'], 'self': 0, 'initial_hand': '36667789TJJJQQKKAA22', 'current_hand': '367JQ', 'others_hand': '9JK', 'actions': ['pass', 'J', 'Q']}","[70, 3, 10, 308, 308, 308, 27, 11, 308, 10, 308, 23, 308, 11, 9, 308, 308, 308, 9]","[58, 3, 18, 67, 15, 67, 15, 15, 21, 21, 21, 21, 21, 21, 21, 23, 23, 23, 23]","[ 0.21702118  0.29774997  0.2176808   0.3177818   0.31306267  0.3151226
  0.37626928  0.24020502  0.39315858  0.408882    0.37713102  0.34294447
  0.31931138  0.37929013  0.39958763  0.3703673   0.3293383   0.33723542
  0.36145413  0.38769606  0.38399765  0.38533324  0.32236066  0.43828624
  0.32757965  0.33445278  0.34744397  0.37165058  0.261257    0.32815778
  0.377643    0.17875087  0.3116723   0.33324096  0.32936314  0.28980106
  0.30540454  0.2952782   0.25568867  0.29026178  0.24975994  0.30395713
  0.2263499   0.28788194  0.29854894  0.32089776  0.3433769   0.2703035
  0.22559282  0.33658227  0.21665004  0.29363406  0.25414765  0.25306815
  0.37334865  0.35568464  0.1935705   0.275107    0.32388163  0.29198414
  0.24074915  0.31619436  0.27908453  0.27922115  0.29808882  0.3145067
  0.23457842  0.40862438  0.4089597   0.2863033   0.32541466  0.30943123
  0.2673816   0.27301317  0.26902714  0.35391706  0.21059147  0.24786317
  0.27636027  0.3430326   0.21932878  0.29120517  0.26752055  0.24494117
  0.22563942  0.11156508  0.23163824  0.26324764  0.30334324  0.0083873
 -0.00271373 -0.04693576  0.26411602 -0.01850571  0.19897372  0.30412742
 -0.02790358  0.18188305  0.07934581  0.28018343 -0.00106745  0.07263887
 -0.04082731  0.31105155  0.17700198  0.19011083  0.2686963  -0.06502143
 -0.06310381  0.24918076  0.04837624  0.32878986  0.1745852  -0.1767429
 -0.1126686   0.1369107  -0.09812142  0.01234161  0.2689954  -0.0445083
 -0.12280558  0.12278232  0.00928669  0.07228144  0.16310845 -0.04737221
  0.10551852 -0.07056892  0.28123438  0.05271803  0.10569127  0.034275
 -0.08031021 -0.04992178  0.07230594 -0.06604718  0.2737347   0.01408745
  0.03047496  0.04783833  0.10729092 -0.04214315 -0.1142327   0.0527979
 -0.01804892 -0.12819037  0.05155146 -0.08384286 -0.10559788  0.03087289
 -0.06183342  0.11115497  0.07929662 -0.01248698  0.00518057  0.12378123
  0.10640979  0.06935066  0.18659478  0.21947572 -0.13053402 -0.00650452
 -0.02790225 -0.10678452 -0.03945635  0.05782418  0.10647914 -0.06430906
  0.00823794 -0.07865255  0.03227924 -0.05250602 -0.10426675 -0.01211936
  0.02590319 -0.08353883  0.02922223 -0.01246678 -0.18378323 -0.02807417
  0.04769694 -0.13976991  0.06687049  0.09662767  0.02761726  0.01903732
  0.00095268  0.03039286 -0.01652916 -0.10814431  0.1837415   0.07081859
 -0.07259497 -0.05140979 -0.03793662 -0.06289533  0.07063659 -0.06367402
  0.00803913  0.06233398  0.313964    0.04450867  0.04899204 -0.11890736
 -0.10547438  0.02704008  0.07505807  0.04120465 -0.03462389  0.06670165
  0.33682805 -0.10694547  0.11421837  0.04569612  0.18019876  0.01896213
 -0.2513847   0.12651888 -0.06518007 -0.0058818   0.04183226  0.00573578
  0.10718894  0.05981518  0.01913682 -0.07323669  0.00090449 -0.02403578
 -0.04620942 -0.05133049  0.06880455  0.13470495  0.0496458  -0.08714205
  0.01597392  0.04300668 -0.092134   -0.04909505  0.01321081  0.01071753
  0.01146541  0.00256762 -0.04722738  0.12692225  0.11963201  0.06702115
 -0.04102136  0.01484158 -0.03844761  0.04131331 -0.05458302 -0.05706767
 -0.0110088   0.25696626  0.12115113 -0.08176365 -0.10287572 -0.11360587
  0.15610881 -0.15142033 -0.19040789  0.05083093 -0.00427288  0.05223546
 -0.00685088 -0.06728797  0.08172857 -0.03527235 -0.17652449 -0.02740478
 -0.10076536  0.07033817  0.11274561  0.1518189  -0.08952074 -0.14369814
 -0.00176961  0.08925147  0.07202044  0.15897584 -0.09640914  0.00332385
 -0.01307708 -0.08183664 -0.11086815  0.2415389   0.21590258  0.02848918
  0.09832382 -0.03558717  0.33284253  0.22056185 -0.1276447   0.28092372
  0.21802501  0.21224833  0.03034045  0.2676509   0.24928218  0.2301734
  0.35856518  0.23343736  0.24552937  0.21575052  0.2620749   0.2511466
  0.16061921  0.28661782  0.20232962]","tensor([0.3820, 0.3518, 0.3122, 0.4098, 0.1405, 0.3453, 0.3567, 0.4444, 0.3460,
        0.4320, 0.3006, 0.4806, 0.4206, 0.4021, 0.4094, 0.3622, 0.3844, 0.4510,
        0.4438, 0.4257, 0.3894, 0.3392, 0.3886, 0.4283, 0.3624, 0.3309, 0.4482,
        0.2943, 0.3516, 0.3939, 0.3622, 0.3692, 0.4300, 0.3724, 0.3974, 0.3812,
        0.3772, 0.2982, 0.3395, 0.2674, 0.3662, 0.3179, 0.3812, 0.2979, 0.3427,
        0.4737, 0.3109, 0.3753, 0.2475, 0.3255, 0.3527, 0.3265, 0.3831, 0.3544,
        0.3526, 0.3739, 0.3719, 0.3192, 0.4122, 0.4232, 0.3449, 0.3893, 0.4241,
        0.3404], grad_fn=<SqueezeBackward1>)","tensor([0.3304, 0.3864, 0.3235, 0.4865, 0.0000, 0.3514, 0.3040, 0.3681, 0.3573,
        0.4967, 0.3065, 0.4414, 0.3993, 0.4060, 0.3826, 0.3493, 0.5293, 0.4377,
        0.3184, 0.4363, 0.3758, 0.3917, 0.3344, 0.3278, 0.3826, 0.3699, 0.4343,
        0.0000, 0.3543, 0.4714, 0.3525, 0.3642, 0.4317, 0.3478, 0.4075, 0.3460,
        0.5931, 0.3404, 0.3806, 0.3182, 0.3655, 0.4323, 0.3544, 0.3219, 0.3898,
        0.4885, 0.3036, 0.3892, 0.0000, 0.3188, 0.3277, 0.3330, 0.3720, 0.3512,
        0.3653, 0.3350, 0.3545, 0.3387, 0.4298, 0.4411, 0.3260, 0.3655, 0.3665,
        0.3187])"
800,0.094,0.004843529313802719,"{'deck': '3333444455556666777788889999TTTTJJJJQQQQKKKKAAAA2222BR', 'seen_cards': '6JQ', 'landlord': 0, 'trace': [(0, '345678'), (1, '456789'), (2, 'pass'), (0, 'pass'), (1, '33'), (2, '66'), (0, 'pass'), (1, 'JJ'), (2, '22'), (0, 'pass'), (1, 'pass'), (2, '3'), (0, 'pass'), (1, '4'), (2, '5'), (0, 'J'), (1, 'Q'), (2, 'K'), (0, 'pass'), (1, 'A'), (2, '2'), (0, 'pass'), (1, 'pass'), (2, '77'), (0, 'pass'), (1, 'KK'), (2, 'pass'), (0, 'pass'), (1, '8'), (2, '9'), (0, 'pass'), (1, 'pass'), (2, '8')], 'played_cards': ['3', '3', '3', '3', '4', '4', '4', '5', '5', '5', '6', '6', '6', '6', '7', '7', '7', '7', '8', '8', '8', '8', '9', '9', 'J', 'J', 'J', 'Q', 'K', 'K', 'K', 'A', '2', '2', '2'], 'self': 0, 'initial_hand': '34455678TTTTJQQQKAAA', 'current_hand': '45TTTTQQQKAAA', 'others_hand': '99J2BR', 'actions': ['pass', 'T', 'Q', 'K', 'A', 'TTTT']}","[75, 308, 308, 308, 308, 8, 308, 308, 308, 308, 308, 308]","[58, 1, 7, 1, 64, 4, 1, 4, 4, 4, 308, 41]","[ 0.49998057  0.57623386  0.43332264  0.5655282   0.59557277  0.6222042
  0.5875914   0.563056    0.5965753   0.60462403  0.56280285  0.58828306
  0.64859307  0.6467028   0.6279853   0.56744653  0.6062996   0.61508346
  0.6324007   0.5795856   0.6159024   0.60291445  0.5573276   0.5961885
  0.60409236  0.60042983  0.56963164  0.5956739   0.5568357   0.593681
  0.5751989   0.5439226   0.5570241   0.55758595  0.53785026  0.57739866
  0.60669094  0.5743855   0.5771012   0.6189567   0.56019646  0.65706635
  0.5259687   0.51830906  0.54107755  0.5236062   0.5901101   0.5219706
  0.4770834   0.5893651   0.6174375   0.6357749   0.60713553  0.61507237
  0.571095    0.63202506  0.5783184   0.56908137  0.53359497  0.5101673
  0.5257416   0.5536151   0.52987915  0.60576844  0.58118063  0.5476717
  0.5134246   0.5725502   0.62601686  0.59232366  0.5493313   0.6004511
  0.5356989   0.564084    0.5095679   0.5623507   0.5552808   0.62993413
  0.5523436   0.5726697   0.6017797   0.59058     0.529061    0.57334244
  0.5878666   0.54622424  0.58541816  0.5595807   0.6063672   0.52365434
  0.25941682 -0.10156428  0.62324744  0.40698454  0.4821408   0.58341944
  0.39096028  0.53767616  0.50335383  0.6080545  -0.03610279  0.4586328
  0.39192373  0.6038186   0.58753276  0.5036403   0.5440058   0.13015759
 -0.07411066  0.52144504  0.06737938  0.5522842   0.39575154 -0.29442504
  0.31471205  0.57080966 -0.09961062  0.5454681   0.56087947 -0.01502884
 -0.18076544  0.24074821 -0.05555083  0.21536459  0.19231649 -0.05531253
  0.13904026 -0.07026692  0.39974153  0.10400654  0.20075275  0.1068715
 -0.09231193 -0.11250402  0.1060714  -0.04764529  0.42877454  0.01164341
  0.03671641  0.08369379  0.15162735 -0.01376483 -0.1434037  -0.02246784
 -0.12222774 -0.1631011   0.011927   -0.03098362 -0.13862018  0.00077645
  0.01178801  0.17720148  0.14421202  0.02527304 -0.02022887  0.29146457
  0.40733472  0.1404639   0.5435059   0.4864704  -0.19315667 -0.04697666
 -0.06129078 -0.24204439 -0.01132786  0.40594018  0.06640178 -0.09778918
  0.00284834 -0.13480736 -0.03576567 -0.09543186 -0.10338745  0.04329163
  0.07824586 -0.05357548  0.0175942  -0.04758596 -0.22561526 -0.10377283
  0.00170075 -0.06922388  0.11767606  0.14931281  0.1102017   0.0526033
  0.03413058  0.02609046  0.05799735 -0.10735273  0.23732068  0.02457685
 -0.11648433 -0.02985353 -0.03528132 -0.0795468   0.2009639  -0.11355028
 -0.07243037 -0.05070646  0.5609146   0.16326016  0.14857769 -0.16845708
 -0.1272771   0.4752166   0.08315297  0.42707148  0.19363524  0.13602114
  0.5508445  -0.03197478  0.12936655  0.02983737  0.1899413   0.01008176
 -0.2616649   0.0397437  -0.1401467   0.00590898  0.05462337 -0.01306305
  0.20855181 -0.06462903 -0.05011583 -0.03345692  0.07245108 -0.01171147
 -0.05884527  0.01887076  0.06282303  0.06400971  0.02999364 -0.09894748
  0.06157215 -0.06215343 -0.04378175 -0.13672446  0.20412125 -0.03521663
  0.05069073  0.39673793 -0.0237946   0.12561212  0.05803635  0.15925683
 -0.02801447  0.02119959  0.00169807  0.02827442 -0.10881741 -0.1277273
  0.03145978  0.24790598  0.19017255 -0.16657352 -0.23062773 -0.18700363
  0.21528038 -0.22707507 -0.19359906  0.17263685  0.11952817  0.02761723
 -0.05739086 -0.04640244  0.04912286 -0.09268671 -0.11730847 -0.0840341
  0.32563037  0.0714412   0.06288512  0.50115395 -0.07966365 -0.04025945
  0.16354948  0.2007853   0.06611626  0.41341484 -0.18658617  0.00396964
  0.0466817  -0.14008999 -0.03199631  0.53441006  0.51861054  0.0423895
  0.12752753 -0.08188371  0.54531384  0.479443   -0.18146096  0.57320344
  0.58634174  0.46808606  0.48797947  0.5588977   0.6237001   0.53313696
  0.6188102   0.5909965   0.52200836  0.5120129   0.50827354  0.5148697
  0.46587208  0.6104154   0.6136382 ]","tensor([0.7649, 0.8503, 0.6649, 0.7582, 0.6971, 0.2308, 0.6797, 0.7289, 0.7591,
        0.6813, 0.6797, 0.8020, 0.7555, 0.7352, 0.7541, 0.5651, 0.6485, 0.6497,
        0.6971, 0.7390, 0.6859, 0.6083, 0.7911, 0.0323, 0.7365, 0.7684, 0.6425,
        0.7986, 0.7201, 0.6771, 0.7062, 0.7291, 0.8817, 0.6102, 0.8303, 0.7420,
        0.6697, 0.7495, 0.6583, 0.6675, 0.7002, 0.6671, 0.6797, 0.7469, 0.7336,
        0.5518, 0.6047, 0.5981, 0.6806, 0.5522, 0.8350, 0.3885, 0.4637, 0.7279,
        0.7560, 0.7951, 0.7971, 0.7059, 0.4945, 0.6301, 0.7223, 0.6622, 0.7248,
        0.8156], grad_fn=<SqueezeBackward1>)","tensor([0.7757, 0.8112, 0.7210, 0.8210, 0.8086, 0.0000, 0.7540, 0.7599, 0.7183,
        0.7825, 0.7286, 0.8358, 0.7922, 0.7120, 0.8156, 0.7666, 0.7312, 0.7586,
        0.8381, 0.8520, 0.7435, 0.7418, 0.8564, 0.0000, 0.7690, 0.9746, 0.7476,
        0.8793, 0.7680, 0.7652, 0.8211, 0.7489, 0.8763, 0.6716, 0.8323, 0.8219,
        0.7438, 0.8173, 0.6702, 0.7223, 0.7321, 0.7478, 0.7134, 0.8170, 0.7555,
        0.6514, 0.7222, 0.7355, 0.7013, 0.6725, 0.8463, 0.6494, 0.6681, 0.7681,
        0.8104, 0.9186, 0.7819, 0.7557, 0.7732, 0.6717, 0.7829, 0.6746, 0.7818,
        0.8451])"
1200,0.111,0.017413651570677757,"{'deck': '3333444455556666777788889999TTTTJJJJQQQQKKKKAAAA2222BR', 'seen_cards': '57Q', 'landlord': 0, 'trace': [(0, '334455'), (1, 'pass'), (2, 'TTJJQQ'), (0, 'BR'), (1, 'pass'), (2, 'pass'), (0, 'Q'), (1, 'K'), (2, 'A'), (0, 'pass'), (1, '2'), (2, 'pass'), (0, 'pass'), (1, '3'), (2, '4'), (0, '5'), (1, '6'), (2, '7'), (0, 'K'), (1, 'A'), (2, '2'), (0, 'pass'), (1, 'pass'), (2, '3'), (0, '6'), (1, '7'), (2, '9'), (0, 'A'), (1, '2'), (2, 'pass'), (0, 'pass'), (1, '5'), (2, '6'), (0, '7'), (1, '8'), (2, 'T'), (0, 'pass'), (1, 'Q'), (2, 'K'), (0, 'pass'), (1, 'A'), (2, 'pass'), (0, 'pass'), (1, '7'), (2, 'pass'), (0, 'J'), (1, 'K'), (2, 'pass'), (0, 'pass'), (1, '99'), (2, 'pass'), (0, 'pass'), (1, 'T'), (2, 'pass')], 'played_cards': ['3', '3', '3', '3', '4', '4', '4', '5', '5', '5', '5', '6', '6', '6', '7', '7', '7', '7', '8', '9', '9', '9', 'T', 'T', 'T', 'T', 'J', 'J', 'J', 'Q', 'Q', 'Q', 'Q', 'K', 'K', 'K', 'K', 'A', 'A', 'A', 'A', '2', '2', '2', 'B', 'R'], 'self': 0, 'initial_hand': '3344555678889JJQKABR', 'current_hand': '8889J', 'others_hand': '462', 'actions': ['pass', 'J']}","[103, 307, 9, 308, 308, 2, 10, 308, 3, 11, 308, 4, 308, 308, 308, 8, 308, 308, 8]","[50, 86, 9, 67, 2, 103, 103, 2, 2, 2, 46, 50, 50, 17, 17, 17, 12, 12, 50]","[ 0.37506628  0.42910084  0.3286427   0.5624106   0.65103775  0.6752398
  0.7498269   0.6454765   0.7206947   0.7513931   0.73179644  0.7784159
  0.85366875  0.79859287  0.81616026  0.7868206   0.7256651   0.82170624
  0.7971737   0.79687065  0.7261161   0.71743166  0.7717737   0.79963344
  0.7676317   0.7563361   0.764145    0.73382324  0.7714697   0.76519245
  0.8641334   0.63733476  0.7679562   0.7476059   0.74549353  0.6465646
  0.7206579   0.6854466   0.67237544  0.6933539   0.6716221   0.8012126
  0.74610937  0.6757126   0.7213804   0.6591641   0.81648606  0.60605425
  0.6696925   0.7344639   0.87122625  0.7864989   0.6250874   0.730175
  0.7376613   0.7506626   0.7557806   0.6708959   0.6417907   0.69356173
  0.60315365  0.65010077  0.6013453   0.7240942   0.68823266  0.6396877
  0.6678464   0.7887284   0.72145784  0.7158589   0.73281384  0.7081412
  0.63279045  0.62037873  0.64350927  0.6539833   0.5755301   0.7070218
  0.6984068   0.71517557  0.68897027  0.63173455  0.6702334   0.5782125
  0.6774151   0.68494475  0.69911295  0.7374594   0.6709338   0.5872489
  0.58982944 -0.06243756  0.599602    0.58245116  0.6575311   0.6399673
  0.55527735  0.7175919   0.66149396  0.6296016  -0.05788028  0.6481579
  0.59245867  0.832576    0.7009874   0.6676637   0.6504628   0.5333789
  0.1808612   0.6752584   0.23362622  0.6883268   0.7314044  -0.325246
  0.56023276  0.5701695   0.20419823  0.5896437   0.6563103  -0.0245975
 -0.21302436  0.18704279 -0.05214866  0.5608592   0.21111535 -0.12640545
  0.19236127 -0.04203038  0.65387964  0.06776117  0.2139721   0.04812058
 -0.11464927 -0.12551616  0.14961708 -0.04064305  0.48316634  0.02944284
  0.04888909  0.07457524  0.1706405  -0.05011597 -0.12116841 -0.0073417
 -0.07486928 -0.20936556  0.02698882 -0.0726333  -0.15718153 -0.02457854
 -0.08422874  0.20544723  0.13457714 -0.0111967   0.06817646  0.30173707
  0.7381301   0.08995478  0.5951138   0.52222776 -0.18494385  0.20194833
 -0.01125715  0.04932242 -0.00263447  0.5202657   0.08018278 -0.12855971
  0.01663112 -0.1262174   0.06108468 -0.13064644 -0.09519276  0.01618725
  0.05693804 -0.08230998  0.0709075  -0.04726317 -0.24702093 -0.09455967
  0.01615046 -0.22735539  0.12466226  0.10058104  0.08886068  0.01220721
 -0.04606339  0.08130868  0.03506865 -0.13133915  0.23043866  0.15577719
 -0.16568565 -0.08885029 -0.05845324 -0.09426071  0.18280841 -0.13038808
 -0.07694693  0.04056805  0.65719754  0.05336345  0.07962176 -0.13511391
 -0.16507009  0.5946939   0.22998072  0.60317767  0.5174118   0.10601859
  0.70300853 -0.03872232  0.19827996  0.08556761  0.20904322 -0.02549667
 -0.40777054  0.07853311 -0.07774869  0.00664138  0.01556535 -0.00628174
  0.13258567  0.00999367 -0.05744271  0.00669342 -0.00680997 -0.0430931
  0.03412159  0.00326016  0.11555023  0.09914578  0.06636937 -0.08031774
 -0.00368499 -0.03343818 -0.09691618 -0.10588789  0.46331948 -0.06091914
  0.00874882  0.47442377 -0.03056267  0.1800327   0.02034574  0.17683536
  0.02541929 -0.02263944 -0.01503897  0.07010108 -0.04991454 -0.15062769
  0.06967826  0.3032808   0.20728476 -0.1267646  -0.25411618 -0.17792794
  0.27045366 -0.20574728 -0.22912043  0.18603797 -0.0327155  -0.00481514
 -0.0870516  -0.06821896  0.04655346  0.01205781 -0.14580096 -0.00693316
  0.5256379   0.07074659  0.06558186  0.6589265  -0.12646957  0.2643668
  0.16448024  0.11665606  0.1181428   0.540914   -0.04829187 -0.05665503
  0.11039988 -0.12978265 -0.04793804  0.66885155  0.5249943   0.03727364
  0.14258276 -0.11881189  0.68590117  0.7049087  -0.19528228  0.67650235
  0.77195686  0.6181144   0.6071345   0.6880714   0.7022986   0.5795328
  0.74725324  0.6549763   0.5860171   0.59969527  0.58355016  0.67400604
  0.58324075  0.7385002   0.38306892]","tensor([0.9446, 0.9755, 0.1291, 0.5522, 1.1511, 0.8257, 1.1427, 1.1046, 0.6471,
        1.0606, 0.7604, 0.7027, 0.9462, 1.2745, 0.9203, 1.1648, 0.9501, 0.1628,
        0.8742, 1.0192, 0.9413, 1.1651, 1.1011, 0.7945, 1.0841, 1.1606, 1.0843,
        1.1419, 1.0173, 0.7964, 0.4935, 1.0175, 0.9500, 1.0460, 0.8564, 0.8272,
        0.8173, 1.1429, 0.9661, 0.6147, 1.1209, 0.6728, 1.0404, 1.0562, 0.9522,
        1.0445, 1.1014, 1.0383, 0.9295, 0.8711, 0.7805, 0.9689, 0.9819, 0.7521,
        0.9323, 0.6969, 1.1648, 0.9714, 1.0502, 0.7702, 1.1074, 1.0789, 0.5019,
        1.0030], grad_fn=<SqueezeBackward1>)","tensor([0.9346, 1.0562, 0.0000, 0.0000, 1.1208, 0.8274, 1.1088, 0.9709, 0.6748,
        1.0873, 0.7904, 0.0000, 0.9938, 1.2584, 0.8862, 1.0587, 1.0088, 0.0000,
        0.8634, 1.0150, 0.9751, 1.1106, 1.1400, 0.7985, 1.0611, 1.1419, 1.0592,
        1.1025, 1.0396, 0.8762, 0.0000, 1.0502, 0.9478, 1.1977, 0.8135, 0.8288,
        0.9192, 1.1741, 1.0108, 0.0000, 1.1346, 0.9181, 0.9839, 1.0366, 0.9637,
        1.1112, 1.0672, 0.9200, 0.9047, 0.8319, 0.8537, 0.9494, 1.0406, 0.7989,
        0.8881, 0.0000, 1.0984, 0.9384, 1.0627, 0.7607, 1.0912, 1.0517, 0.7697,
        1.0050])"
